edge_id,direction
30119932,wb
-30119932,eb
30119934,sb
-30119934,nb
30119935,nb
-30119935,sb
30119936,sb
-30119936,nb
30119938,sb
-30119938,nb
30119940,sb
-30119940,nb
30119943,nb
-30119943,sb
30119944,nb
-30119944,sb
30128879,nb
-30128879,sb
30134812,sb
-30134812,nb
60008374,sb
-60008374,nb
60008400,nb
-60008400,sb
6069373,sb
-6069373,nb
7506,sb
-7506,nb
7596,sb
-7596,nb
7603,sb
-7603,nb
7617,sb
-7617,nb
7628,sb
-7628,nb
7629,nb
-7629,sb
7634,sb
-7634,nb
7636,nb
-7636,sb
7646,nb
-7646,sb
7652,nb
-7652,sb
7661,sb
-7661,nb
7662,nb
-7662,sb
7678,sb
-7678,nb
7694,sb
-7694,nb
7695,nb
-7695,sb
7700,sb
-7700,nb
7701,nb
-7701,sb
7707,nb
-7707,sb
7718,sb
-7718,nb
7719,nb
-7719,sb
7726,sb
-7726,nb
7727,nb
-7727,sb
7740,sb
-7740,nb
7747,sb
-7747,nb
7748,nb
-7748,sb
7749,nb
-7749,sb
7761,nb
-7761,sb
7773,wb
-7773,eb
7781,sb
-7781,nb
7782,nb
-7782,sb
7797,wb
-7797,eb
7808,sb
-7808,nb
7809,nb
-7809,sb
7819,sb
-7819,nb
7821,nb
-7821,sb
7857,sb
-7857,nb
7867,wb
-7867,eb
7868,sb
-7868,nb
7871,wb
-7871,eb
7873,sb
-7873,nb
7889,wb
-7889,eb
7903,sb
-7903,nb
7904,nb
-7904,sb
7920,nb
-7920,sb
7932,wb
-7932,eb
7933,sb
-7933,nb
7934,nb
-7934,sb
7946,nb
-7946,sb
7947,sb
-7947,nb
7951,sb
-7951,nb
7966,sb
-7966,nb
7967,nb
-7967,sb
7968,wb
-7968,eb
7985,nb
-7985,sb
8003,sb
-8003,nb
8020,nb
-8020,sb
8026,wb
-8026,eb
8064,wb
-8064,eb
8065,nb
-8065,sb
8071,nb
-8071,sb
8083,nb
-8083,sb
8094,sb
-8094,nb
8096,wb
-8096,eb
8099,nb
-8099,sb
8116,sb
-8116,nb
8125,sb
-8125,nb
8126,nb
-8126,sb
8128,wb
-8128,eb
8133,sb
-8133,nb
8134,nb
-8134,sb
8143,nb
-8143,sb
8144,sb
-8144,nb
8145,nb
-8145,sb
8157,sb
-8157,nb
8158,sb
-8158,nb
8162,sb
-8162,nb
8163,nb
-8163,sb
8194,wb
-8194,eb
8196,sb
-8196,nb
8197,nb
-8197,sb
8198,wb
-8198,eb
8203,nb
-8203,sb
8219,wb
-8219,eb
8227,sb
-8227,nb
8236,sb
-8236,nb
8241,nb
-8241,sb
8246,sb
-8246,nb
8265,nb
-8265,sb
8272,nb
-8272,sb
8273,sb
-8273,nb
8274,nb
-8274,sb
8326,sb
-8326,nb
8364,sb
-8364,nb
8383,sb
-8383,nb
8388,sb
-8388,nb
8407,nb
-8407,sb
8411,sb
-8411,nb
8412,nb
-8412,sb
8424,sb
-8424,nb
8427,nb
-8427,sb
8432383,sb
-8432383,nb
8433,sb
-8433,nb
8457112,sb
-8457112,nb
8463,sb
-8463,nb
8488,sb
-8488,nb
8489,nb
-8489,sb
8491516,eb
-8491516,wb
8491523,eb
-8491523,wb
8499,sb
-8499,nb
8515,sb
-8515,nb
8536,sb
-8536,nb
8538,nb
-8538,sb
8539,sb
-8539,nb
8540,nb
-8540,sb
8541,sb
-8541,nb
8553,nb
-8553,sb
8557,nb
-8557,sb
8558,sb
-8558,nb
8566810,nb
-8566810,sb
8566857,sb
-8566857,nb
8570813,nb
-8570813,sb
8570852,nb
-8570852,sb
8570974,nb
-8570974,sb
8571067,nb
-8571067,sb
8571200,sb
-8571200,nb
8571266,nb
-8571266,sb
8593793,nb
-8593793,sb
8593971,nb
-8593971,sb
8593989,sb
-8593989,nb
8596,nb
-8596,sb
8608491,sb
-8608491,nb
8608502,sb
-8608502,nb
8608523,sb
-8608523,nb
8612,nb
-8612,sb
8649755,sb
-8649755,nb
8662,eb
-8662,wb
8677495,sb
-8677495,nb
8679,nb
-8679,sb
8680,sb
-8680,nb
8685,nb
-8685,sb
8691,eb
-8691,wb
8703,sb
-8703,nb
8704,nb
-8704,sb
8705,sb
-8705,nb
8715,nb
-8715,sb
8734,sb
-8734,nb
8735,nb
-8735,sb
8740,sb
-8740,nb
8747,sb
-8747,nb
8763,nb
-8763,sb
8791,nb
-8791,sb
8797,nb
-8797,sb
8803,sb
-8803,nb
8804,nb
-8804,sb
8809,sb
-8809,nb
8810,nb
-8810,sb
8813,nb
-8813,sb
8829,sb
-8829,nb
8830,nb
-8830,sb
8841,sb
-8841,nb
8846,sb
-8846,nb
8850,sb
-8850,nb
8865,nb
-8865,sb
8869,sb
-8869,nb
8870,sb
-8870,nb
8871,nb
-8871,sb
8874,sb
-8874,nb
8876,sb
-8876,nb
8920,nb
-8920,sb
8933,nb
-8933,sb
8962,nb
-8962,sb
8999,nb
-8999,sb
9212139,nb
-9212139,sb
9270625,sb
-9270625,nb
9270628,sb
-9270628,nb
9278266,nb
-9278266,sb
9278277,nb
-9278277,sb
9278364,sb
-9278364,nb
9741259,nb
-9741259,sb
9781088,nb
-9781088,sb
9781127,nb
-9781127,sb
9781140,nb
-9781140,sb
9796561,nb
-9796561,sb
9796562,sb
-9796562,nb
