edge_id,direction
1138175,sb
-1138175,nb
1138177,sb
-1138177,nb
1138178,nb
-1138178,sb
1138201,nb
-1138201,sb
1138203,sb
-1138203,nb
1138207,sb
-1138207,nb
1138217,sb
-1138217,nb
1138225,sb
-1138225,nb
1138238,sb
-1138238,nb
1138239,nb
-1138239,sb
1138240,sb
-1138240,nb
1138254,nb
-1138254,sb
1138266,sb
-1138266,nb
1138268,sb
-1138268,nb
1138275,sb
-1138275,nb
1138283,sb
-1138283,nb
1138284,nb
-1138284,sb
1138288,sb
-1138288,nb
1138297,sb
-1138297,nb
1138298,nb
-1138298,sb
1138301,sb
-1138301,nb
1138306,sb
-1138306,nb
1138307,nb
-1138307,sb
1138313,sb
-1138313,nb
1138341,sb
-1138341,nb
1138342,nb
-1138342,sb
1138360,nb
-1138360,sb
1138371,sb
-1138371,nb
1138372,nb
-1138372,sb
1138385,sb
-1138385,nb
1138386,nb
-1138386,sb
1138388,nb
-1138388,sb
1138401,nb
-1138401,sb
1138402,sb
-1138402,nb
1138403,nb
-1138403,sb
1138415,sb
-1138415,nb
1138416,nb
-1138416,sb
1138434,sb
-1138434,nb
1138435,nb
-1138435,sb
1138446,sb
-1138446,nb
1138450,nb
-1138450,sb
1138468,sb
-1138468,nb
1138469,nb
-1138469,sb
1138490,sb
-1138490,nb
1138491,nb
-1138491,sb
1138575,sb
-1138575,nb
1138665,nb
-1138665,sb
11395007,nb
-11395007,sb
11405227,sb
-11405227,nb
11541937,eb
-11541937,wb
11901951,sb
-11901951,nb
12174201,eb
-12174201,wb
13974078,sb
-13974078,nb
14023514,nb
-14023514,sb
14023558,nb
-14023558,sb
14023620,nb
-14023620,sb
14023650,nb
-14023650,sb
14023709,nb
-14023709,sb
14023710,nb
-14023710,sb
14023717,nb
-14023717,sb
14023718,nb
-14023718,sb
14023833,nb
-14023833,sb
14023834,nb
-14023834,sb
14036499,sb
-14036499,nb
14036500,sb
-14036500,nb
14047366,sb
-14047366,nb
14047369,eb
-14047369,wb
14047390,sb
-14047390,nb
14063213,sb
-14063213,nb
14063222,sb
-14063222,nb
14171667,nb
-14171667,sb
14171668,nb
-14171668,sb
14234246,eb
-14234246,wb
14661964,sb
-14661964,nb
14662186,nb
-14662186,sb
20079232,nb
-20079232,sb
20140025,eb
-20140025,wb
20140051,eb
-20140051,wb
2364091,wb
-2364091,eb
2364100,nb
-2364100,sb
2364108,eb
-2364108,wb
2364126,eb
-2364126,wb
2364195,eb
-2364195,wb
2364217,eb
-2364217,wb
2364275,nb
-2364275,sb
2364562,eb
-2364562,wb
2364618,nb
-2364618,sb
2364635,wb
-2364635,eb
2364668,eb
-2364668,wb
2364690,sb
-2364690,nb
2476347,eb
-2476347,wb
2687535,sb
-2687535,nb
2687536,sb
-2687536,nb
2689153,nb
-2689153,sb
2689164,sb
-2689164,nb
30024522,wb
-30024522,eb
30024523,wb
-30024523,eb
30024536,sb
-30024536,nb
30024537,sb
-30024537,nb
30024553,sb
-30024553,nb
30024554,sb
-30024554,nb
30056944,nb
-30056944,sb
30056945,nb
-30056945,sb
30056965,sb
-30056965,nb
30056967,sb
-30056967,nb
30056978,wb
-30056978,eb
30057002,eb
-30057002,wb
30057003,eb
-30057003,wb
30057107,nb
-30057107,sb
30057120,wb
-30057120,eb
30064599,wb
-30064599,eb
30089126,nb
-30089126,sb
30089149,nb
-30089149,sb
30089150,nb
-30089150,sb
30089152,wb
-30089152,eb
30089153,wb
-30089153,eb
30089162,nb
-30089162,sb
30089549,eb
-30089549,wb
30089551,nb
-30089551,sb
30089557,eb
-30089557,wb
30089559,eb
-30089559,wb
30089561,eb
-30089561,wb
30089562,nb
-30089562,sb
30089569,nb
-30089569,sb
30089573,eb
-30089573,wb
30089579,eb
-30089579,wb
30089581,eb
-30089581,wb
30089588,eb
-30089588,wb
30089590,sb
-30089590,nb
30089591,eb
-30089591,wb
30089593,nb
-30089593,sb
30089597,eb
-30089597,wb
30089600,eb
-30089600,wb
30089602,eb
-30089602,wb
30089603,eb
-30089603,wb
30089606,eb
-30089606,wb
30089609,eb
-30089609,wb
30089614,eb
-30089614,wb
30089615,eb
-30089615,wb
30089622,nb
-30089622,sb
30089628,nb
-30089628,sb
30089634,nb
-30089634,sb
30089640,sb
-30089640,nb
30089642,nb
-30089642,sb
30089643,wb
-30089643,eb
30089647,sb
-30089647,nb
30089648,eb
-30089648,wb
30089655,nb
-30089655,sb
30089656,wb
-30089656,eb
30089658,nb
-30089658,sb
30089659,wb
-30089659,eb
30089663,nb
-30089663,sb
30089665,eb
-30089665,wb
30089666,nb
-30089666,sb
30089667,eb
-30089667,wb
30089669,sb
-30089669,nb
30089671,sb
-30089671,nb
30089672,nb
-30089672,sb
30089678,sb
-30089678,nb
30089680,wb
-30089680,eb
30089683,wb
-30089683,eb
30094512,nb
-30094512,sb
30094513,nb
-30094513,sb
30094515,eb
-30094515,wb
30094516,eb
-30094516,wb
30094518,wb
-30094518,eb
30094520,wb
-30094520,eb
30094521,nb
-30094521,sb
30094524,nb
-30094524,sb
30094528,nb
-30094528,sb
30094534,eb
-30094534,wb
30094547,eb
-30094547,wb
30094557,nb
-30094557,sb
30094568,wb
-30094568,eb
30094569,wb
-30094569,eb
30094576,nb
-30094576,sb
30094578,nb
-30094578,sb
30094579,nb
-30094579,sb
30094580,nb
-30094580,sb
30094590,nb
-30094590,sb
30094591,nb
-30094591,sb
30094592,nb
-30094592,sb
30094593,nb
-30094593,sb
30094595,nb
-30094595,sb
30094596,nb
-30094596,sb
30094598,wb
-30094598,eb
30094599,sb
-30094599,nb
30101643,sb
-30101643,nb
30101644,sb
-30101644,nb
30101646,sb
-30101646,nb
30101647,sb
-30101647,nb
30101652,nb
-30101652,sb
30101657,eb
-30101657,wb
30101659,nb
-30101659,sb
30101661,nb
-30101661,sb
30101665,nb
-30101665,sb
30101667,nb
-30101667,sb
30101668,nb
-30101668,sb
30101670,wb
-30101670,eb
30101671,wb
-30101671,eb
30101674,eb
-30101674,wb
30101676,nb
-30101676,sb
30101678,nb
-30101678,sb
30101680,nb
-30101680,sb
30101683,eb
-30101683,wb
30101700,eb
-30101700,wb
30101701,nb
-30101701,sb
30101703,nb
-30101703,sb
30101704,nb
-30101704,sb
30101705,nb
-30101705,sb
30101709,eb
-30101709,wb
30104878,sb
-30104878,nb
30104879,sb
-30104879,nb
30104881,nb
-30104881,sb
30104882,nb
-30104882,sb
30104884,eb
-30104884,wb
30104886,nb
-30104886,sb
30104887,nb
-30104887,sb
30104888,nb
-30104888,sb
30106035,nb
-30106035,sb
30110510,wb
-30110510,eb
30110512,nb
-30110512,sb
30110514,sb
-30110514,nb
30110515,nb
-30110515,sb
30110517,sb
-30110517,nb
30110523,sb
-30110523,nb
30110525,nb
-30110525,sb
30111183,nb
-30111183,sb
30111184,nb
-30111184,sb
30111185,wb
-30111185,eb
30118195,nb
-30118195,sb
30118196,nb
-30118196,sb
30118208,eb
-30118208,wb
30120824,eb
-30120824,wb
30120825,eb
-30120825,wb
30148378,wb
-30148378,eb
30148379,wb
-30148379,eb
30148387,nb
-30148387,sb
30148388,nb
-30148388,sb
30148394,nb
-30148394,sb
30151195,eb
-30151195,wb
30151588,nb
-30151588,sb
30151589,eb
-30151589,wb
30151590,nb
-30151590,sb
30151591,sb
-30151591,nb
30157998,sb
-30157998,nb
30157999,wb
-30157999,eb
4030534,nb
-4030534,sb
4030552,nb
-4030552,sb
4030635,nb
-4030635,sb
4030636,nb
-4030636,sb
4030639,nb
-4030639,sb
4121518,nb
-4121518,sb
4153112,nb
-4153112,sb
443954,eb
-443954,wb
444382,eb
-444382,wb
444482,eb
-444482,wb
444568,sb
-444568,nb
444986,nb
-444986,sb
445003,wb
-445003,eb
445281,sb
-445281,nb
445411,sb
-445411,nb
445530,sb
-445530,nb
445751,sb
-445751,nb
445803,sb
-445803,nb
445895,sb
-445895,nb
445977,sb
-445977,nb
5070621,sb
-5070621,nb
5070771,nb
-5070771,sb
5102026,sb
-5102026,nb
7323668,nb
-7323668,sb
7665593,wb
-7665593,eb
7666513,eb
-7666513,wb
7667127,eb
-7667127,wb
7753851,eb
-7753851,wb
7753896,eb
-7753896,wb
7753973,nb
-7753973,sb
7754013,nb
-7754013,sb
7754671,eb
-7754671,wb
7762807,nb
-7762807,sb
7785487,nb
-7785487,sb
7807378,sb
-7807378,nb
8166365,sb
-8166365,nb
8168653,sb
-8168653,nb
8168672,sb
-8168672,nb
8168719,sb
-8168719,nb
8190967,nb
-8190967,sb
8192022,sb
-8192022,nb
8192164,sb
-8192164,nb
8202073,sb
-8202073,nb
8202870,sb
-8202870,nb
8202883,sb
-8202883,nb
8203281,nb
-8203281,sb
8205745,sb
-8205745,nb
8205774,sb
-8205774,nb
8238095,sb
-8238095,nb
8263885,nb
-8263885,sb
8263985,nb
-8263985,sb
8322117,nb
-8322117,sb
8322151,sb
-8322151,nb
8322180,nb
-8322180,sb
8322270,nb
-8322270,sb
8322640,nb
-8322640,sb
8322719,nb
-8322719,sb
8322738,nb
-8322738,sb
8322761,nb
-8322761,sb
8322774,wb
-8322774,eb
8322777,sb
-8322777,nb
8344078,nb
-8344078,sb
8344089,sb
-8344089,nb
8344132,wb
-8344132,eb
8344151,nb
-8344151,sb
8344202,sb
-8344202,nb
8344591,nb
-8344591,sb
8344600,nb
-8344600,sb
8344606,nb
-8344606,sb
8566018,sb
-8566018,nb
8566077,sb
-8566077,nb
8566211,nb
-8566211,sb
8566492,nb
-8566492,sb
8566503,nb
-8566503,sb
8566546,nb
-8566546,sb
9741291,sb
-9741291,nb
9741512,sb
-9741512,nb
9741741,sb
-9741741,nb
